"TagCode"	"TagRateType"	"TR"
"041536"	"NonMS"	0.924413412356905
"041536"	"MS"	0.924413412356905
"041537"	"NonMS"	0.806486880466472
"041537"	"MS"	0.806486880466472
"041538"	"NonMS"	0.817942819585935
"041538"	"MS"	0.817942819585935
"041539"	"NonMS"	0.856357731701224
"041539"	"MS"	0.856357731701224
"041540"	"NonMS"	0.855428186109238
"041540"	"MS"	0.855428186109238
"041541"	"NonMS"	0.873119892621689
"041541"	"MS"	0.873119892621689
"042251"	"NonMS"	0.814426285132613
"042251"	"MS"	0.814426285132613
"042693"	"NonMS"	0.96779463243874
"042693"	"MS"	0.96779463243874
"042694"	"NonMS"	0.96779463243874
"042694"	"MS"	0.96779463243874
"042695"	"NonMS"	0.967466666666667
"042695"	"MS"	0.967466666666667
"042775"	"NonMS"	0.0457423980740043
"042775"	"MS"	0.965959328028294
"042776"	"NonMS"	0.0458027140853884
"042776"	"MS"	0.957909113483983
"042997*2"	"NonMS"	0.0649330904229524
"042997*2"	"MS"	0.960320998662506
"043067"	"NonMS"	0.00133989935353706
"043067"	"MS"	0.775401069518717
"043266"	"NonMS"	0.134191569339854
"043266"	"MS"	0.995987683120276
"043271"	"NonMS"	0.0457423980740043
"043271"	"MS"	0.965959328028294
"043272"	"NonMS"	0.0458027140853884
"043272"	"MS"	0.957909113483983
"043273"	"NonMS"	0.0595843188566252
"043273"	"MS"	0.934995843724023
"043274"	"NonMS"	0.0471971800230839
"043274"	"MS"	0.975102608459686
"043275"	"NonMS"	0.0458027140853884
"043275"	"MS"	0.957909113483983
"043276"	"NonMS"	0.0458027140853884
"043276"	"MS"	0.957909113483983
"043277"	"NonMS"	0.0471971800230839
"043277"	"MS"	0.975102608459686
"043279"	"NonMS"	0.154437229437229
"043279"	"MS"	0.917016536714934
"043280"	"NonMS"	0.0962207130790879
"043280"	"MS"	0.973996772263224
"043295"	"NonMS"	0.456524303916942
"043295"	"MS"	0.978010868191583
"043296"	"NonMS"	0.124789939843642
"043296"	"MS"	0.985984605516357
"043371"	"NonMS"	0.124321803342402
"043371"	"MS"	0.996014447627351
"043372"	"NonMS"	0.0979208392942299
"043372"	"MS"	0.983994632930803
"043385"	"NonMS"	0.0807390402101232
"043385"	"MS"	0.960638374007014
"043386"	"NonMS"	0.0807390402101232
"043386"	"MS"	0.960638374007014
"043387"	"NonMS"	0.0807390402101232
"043387"	"MS"	0.960638374007014
"043388"	"NonMS"	0.0807390402101232
"043388"	"MS"	0.960638374007014
"043389"	"NonMS"	0.185219885277247
"043389"	"MS"	0.990997442455243
"043390"	"NonMS"	0.0857261846336294
"043390"	"MS"	0.990997762863535
"043391"	"NonMS"	0.0857261846336294
"043391"	"MS"	0.990997762863535
"043392"	"NonMS"	0.122649484536082
"043392"	"MS"	0.991003748438151
"043393"	"NonMS"	0.0857261846336294
"043393"	"MS"	0.990997762863535
"043394"	"NonMS"	0.0857261846336294
"043394"	"MS"	0.990997762863535
"043395"	"NonMS"	0.0857261846336294
"043395"	"MS"	0.990997762863535
"043396"	"NonMS"	0.122649484536082
"043396"	"MS"	0.991003748438151
"043397"	"NonMS"	0.122649484536082
"043397"	"MS"	0.991003748438151
"043398"	"NonMS"	0.0817870650529501
"043398"	"MS"	0.99097220631029
"043399"	"NonMS"	0.0817870650529501
"043399"	"MS"	0.99097220631029
"043464"	"NonMS"	0.0817870650529501
"043464"	"MS"	0.99097220631029
"043465"	"NonMS"	0.0817870650529501
"043465"	"MS"	0.99097220631029
"043469"	"NonMS"	0.0987473335653912
"043469"	"MS"	0.997003694692259
"043470"	"NonMS"	0.0987473335653912
"043470"	"MS"	0.997003694692259
"043471"	"NonMS"	0.0987473335653912
"043471"	"MS"	0.997003694692259
"043472"	"NonMS"	0.0987473335653912
"043472"	"MS"	0.997003694692259
"043473"	"NonMS"	0.127447141738449
"043473"	"MS"	0.997027027027027
"043474"	"NonMS"	0.0655776496321336
"043474"	"MS"	0.997007074188282
"043475"	"NonMS"	0.0655776496321336
"043475"	"MS"	0.997007074188282
"043476"	"NonMS"	0.0655776496321336
"043476"	"MS"	0.997007074188282
"043484"	"NonMS"	0.122866666666667
"043484"	"MS"	0.992995689655172
"043485"	"NonMS"	0.156414285714286
"043485"	"MS"	0.981973094170404
"043496"	"NonMS"	0.240929064657878
"043496"	"MS"	0.992024222730965
"043497"	"NonMS"	0.208688915744786
"043497"	"MS"	0.991987037855354
"043498"	"NonMS"	0.866750925340796
"043498"	"MS"	0.866750925340796
"043499"	"NonMS"	0.909478864903592
"043499"	"MS"	0.909478864903592
"043564"	"NonMS"	0.96249222078606
"043564"	"MS"	0.96249222078606
"043565"	"NonMS"	0.96249222078606
"043565"	"MS"	0.96249222078606
"043566"	"NonMS"	0.923979877026272
"043566"	"MS"	0.923979877026272
"043568"	"NonMS"	0.909478864903592
"043568"	"MS"	0.909478864903592
"043572"	"NonMS"	0.972065063649222
"043572"	"MS"	0.972065063649222
"043573"	"NonMS"	0.972065063649222
"043573"	"MS"	0.972065063649222
"043576"	"NonMS"	0.971721456344998
"043576"	"MS"	0.971721456344998
"043578"	"NonMS"	0.871317030053035
"043578"	"MS"	0.871317030053035
"043579"	"NonMS"	0.871317030053035
"043579"	"MS"	0.871317030053035
"043580"	"NonMS"	0.961967213114754
"043580"	"MS"	0.961967213114754
"043581"	"NonMS"	0.961967213114754
"043581"	"MS"	0.961967213114754
"043582"	"NonMS"	1
"043582"	"MS"	1
"043583"	"NonMS"	0.96249222078606
"043583"	"MS"	0.96249222078606
"043592"	"NonMS"	0.0437257271206522
"043592"	"MS"	0.990278979958719
"043593"	"NonMS"	0.0515041970467496
"043593"	"MS"	1
"043594"	"NonMS"	0.0437257271206522
"043594"	"MS"	0.990278979958719
"043595"	"NonMS"	0.0515046366263254
"043595"	"MS"	1
"043596"	"NonMS"	0.0640118712250316
"043596"	"MS"	0.993987398739874
"043666"	"NonMS"	0.177933463899368
"043666"	"MS"	0.977012738623651
"043670"	"NonMS"	0.0853042481610479
"043670"	"MS"	0.975995385685446
"043671"	"NonMS"	0.0853042481610479
"043671"	"MS"	0.975995385685446
"043672"	"NonMS"	0.0853042481610479
"043672"	"MS"	0.975995385685446
"043675"	"NonMS"	0.0843247812519672
"043675"	"MS"	0.972153106079456
"043680"	"NonMS"	0.0577702764681062
"043680"	"MS"	1
"043681"	"NonMS"	0.0577702764681062
"043681"	"MS"	1
"043682"	"NonMS"	0.0577702764681062
"043682"	"MS"	1
"043683"	"NonMS"	0.0531659539246793
"043683"	"MS"	0.994965793210275
"043684"	"NonMS"	0.0531659539246793
"043684"	"MS"	0.994965793210275
"043685"	"NonMS"	0.0531659539246793
"043685"	"MS"	0.994965793210275
"043686"	"NonMS"	0.0800858719024966
"043686"	"MS"	0.978745696751983
"043687"	"NonMS"	0.0800858719024966
"043687"	"MS"	0.978745696751983
"043688"	"NonMS"	0.0800858719024966
"043688"	"MS"	0.978745696751983
"043691"	"NonMS"	0.644520042626445
"043691"	"MS"	0.990395213352228
"043692"	"NonMS"	0.644520042626445
"043692"	"MS"	0.990395213352228
"043693"	"NonMS"	0.644520042626445
"043693"	"MS"	0.990395213352228
"043698"	"NonMS"	0.0912470657276995
"043698"	"MS"	0.988995960945202
"043699"	"NonMS"	0.0912470657276995
"043699"	"MS"	0.988995960945202
"043764"	"NonMS"	0.0912470657276995
"043764"	"MS"	0.988995960945202
"043765"	"NonMS"	0.112248776547727
"043765"	"MS"	0.989010989010989
"043766"	"NonMS"	0.112248776547727
"043766"	"MS"	0.989010989010989
"043767"	"NonMS"	0.112248776547727
"043767"	"MS"	0.989010989010989
"043768"	"NonMS"	0.112248776547727
"043768"	"MS"	0.989010989010989
"043769"	"NonMS"	0.112248776547727
"043769"	"MS"	0.989010989010989
"043770"	"NonMS"	0.112248776547727
"043770"	"MS"	0.989010989010989
"043771"	"NonMS"	0.143598639455782
"043771"	"MS"	0.98898988005997
"043772"	"NonMS"	0.143598639455782
"043772"	"MS"	0.98898988005997
"043773"	"NonMS"	0.0754097222222222
"043773"	"MS"	0.988979963570128
"043796"	"NonMS"	0.0990989345509894
"043796"	"MS"	0.992000975119224
"043797"	"NonMS"	0.0990989345509894
"043797"	"MS"	0.992000975119224
"043798"	"NonMS"	0.0990989345509894
"043798"	"MS"	0.992000975119224
"043799"	"NonMS"	0.0990989345509894
"043799"	"MS"	0.992000975119224
"043864"	"NonMS"	0.0990989345509894
"043864"	"MS"	0.992000975119224
"043865"	"NonMS"	0.0990989345509894
"043865"	"MS"	0.992000975119224
"043866"	"NonMS"	0.2573286186837
"043866"	"MS"	0.991997185823586
"043867"	"NonMS"	0.2573286186837
"043867"	"MS"	0.991997185823586
"043868"	"NonMS"	0.0883548387096774
"043868"	"MS"	0.99203187250996
"043871"	"NonMS"	0.175986007870573
"043871"	"MS"	0.948999080427248
"043873"	"NonMS"	0.134221105527638
"043873"	"MS"	0.947010475423046
"043874"	"NonMS"	0.103257884972171
"043874"	"MS"	0.990003201821481
"043876"	"NonMS"	0.107092829349639
"043876"	"MS"	0.980009156111705
"043878"	"NonMS"	0.113626126126126
"043878"	"MS"	0.905989045523929
"043879"	"NonMS"	0.987002028019301
"043879"	"MS"	0.987002028019301
"043881"	"NonMS"	0.957999382948819
"043881"	"MS"	0.957999382948819
"043883"	"NonMS"	0.987000099235884
"043883"	"MS"	0.987000099235884
"043888"	"NonMS"	0.186260037957586
"043888"	"MS"	0.987013379239528
"043892"	"NonMS"	0.294818808026355
"043892"	"MS"	1
"043893"	"NonMS"	0.326995373048005
"043893"	"MS"	0.987986020096112
"043894"	"NonMS"	0.833119383825417
"043894"	"MS"	0.833119383825417
"043895"	"NonMS"	1
"043895"	"MS"	1
"043896"	"NonMS"	0.873119892621689
"043896"	"MS"	0.873119892621689
"043897"	"NonMS"	0.917094192489226
"043897"	"MS"	0.917094192489226
"043898"	"NonMS"	0.873119892621689
"043898"	"MS"	0.873119892621689
"043899"	"NonMS"	0.873119892621689
"043899"	"MS"	0.873119892621689
"043965"	"NonMS"	0.917092631841416
"043965"	"MS"	0.917092631841416
"043968"	"NonMS"	0.924934644591062
"043968"	"MS"	0.924934644591062
"043969"	"NonMS"	0.924934644591062
"043969"	"MS"	0.924934644591062
"043973"	"NonMS"	1
"043973"	"MS"	1
"043974"	"NonMS"	0.814426285132613
"043974"	"MS"	0.814426285132613
"043975"	"NonMS"	0.814426285132613
"043975"	"MS"	0.814426285132613
"043978"	"NonMS"	0.754208047745605
"043978"	"MS"	0.754208047745605
"043984"	"NonMS"	0.0680839468570861
"043984"	"MS"	0.974236571678449
"043985"	"NonMS"	0.0716237682408056
"043985"	"MS"	0.99004465947153
"043990"	"NonMS"	0.06212112763026
"043990"	"MS"	0.961800876010782
"043991"	"NonMS"	0.06212112763026
"043991"	"MS"	0.961800876010782
"043992"	"NonMS"	0.06212112763026
"043992"	"MS"	0.961800876010782
"043994"	"NonMS"	0.0680839468570861
"043994"	"MS"	0.974236571678449
"043995"	"NonMS"	0.0843247812519672
"043995"	"MS"	0.972153106079456
"044068"	"NonMS"	0.0610656169227059
"044068"	"MS"	0.930999663412992
"044069"	"NonMS"	0.0647496650478524
"044069"	"MS"	0.962001813549808
"044070"	"NonMS"	0.0649330904229524
"044070"	"MS"	0.960320998662506
"044071"	"NonMS"	0.0649330904229524
"044071"	"MS"	0.960320998662506
"044073"	"NonMS"	0.0610656169227059
"044073"	"MS"	0.930999663412992
"044081"	"NonMS"	0.126232083391933
"044081"	"MS"	0.963993155422871
"044082*1"	"NonMS"	0.994968925717668
"044082*1"	"MS"	0.994968925717668
"044082*2"	"NonMS"	0.948
"044082*2"	"MS"	0.948
"044083*1"	"NonMS"	0.987092391304348
"044083*1"	"MS"	0.987092391304348
"044083*2"	"NonMS"	0.829709514698208
"044083*2"	"MS"	0.829709514698208
"044084"	"NonMS"	0.994968925717668
"044084"	"MS"	0.994968925717668
"044085*1"	"NonMS"	0.994968925717668
"044085*1"	"MS"	0.994968925717668
"044085*2"	"NonMS"	1
"044085*2"	"MS"	1
"044086"	"NonMS"	0.829709514698208
"044086"	"MS"	0.829709514698208
"044088"	"NonMS"	0.996054915575193
"044088"	"MS"	0.996054915575193
"044089"	"NonMS"	1
"044089"	"MS"	1
"044095"	"NonMS"	1
"044095"	"MS"	1
"044169"	"NonMS"	0.110378195096505
"044169"	"MS"	0.985997204100652
"044182"	"NonMS"	0.0810349729883423
"044182"	"MS"	0.983632275270617
"044183"	"NonMS"	0.0910295831714492
"044183"	"MS"	0.965775527028619
"044184"	"NonMS"	0.0910295831714492
"044184"	"MS"	0.965775527028619
"044185"	"NonMS"	0.0910295831714492
"044185"	"MS"	0.965775527028619
"044186"	"NonMS"	0.0910295831714492
"044186"	"MS"	0.965775527028619
"044187"	"NonMS"	0.110961636105717
"044187"	"MS"	0.956013229104029
"044188"	"NonMS"	0.110961636105717
"044188"	"MS"	0.956013229104029
"044189"	"NonMS"	0.110961636105717
"044189"	"MS"	0.956013229104029
"044190"	"NonMS"	0.110961636105717
"044190"	"MS"	0.956013229104029
"044191"	"NonMS"	0.110961636105717
"044191"	"MS"	0.956013229104029
"044192"	"NonMS"	0.110961636105717
"044192"	"MS"	0.956013229104029
"044193"	"NonMS"	0.195275510204082
"044193"	"MS"	0.955989609351584
"044194"	"NonMS"	0.195275510204082
"044194"	"MS"	0.955989609351584
"044267"	"NonMS"	0.0810349729883423
"044267"	"MS"	0.983632275270617
"044268"	"NonMS"	0.0810349729883423
"044268"	"MS"	0.983632275270617
"044269"	"NonMS"	0.0810349729883423
"044269"	"MS"	0.983632275270617
"044270"	"NonMS"	0.0876344385179768
"044270"	"MS"	0.992974555280342
"044271"	"NonMS"	0.0876344385179768
"044271"	"MS"	0.992974555280342
"044272"	"NonMS"	0.101532100842134
"044272"	"MS"	0.993003517857376
"044273"	"NonMS"	0.101532100842134
"044273"	"MS"	0.993003517857376
"044274"	"NonMS"	0.101532100842134
"044274"	"MS"	0.993003517857376
"044275"	"NonMS"	0.101532100842134
"044275"	"MS"	0.993003517857376
"044276"	"NonMS"	0.101532100842134
"044276"	"MS"	0.993003517857376
"044277"	"NonMS"	0.101532100842134
"044277"	"MS"	0.993003517857376
"044278"	"NonMS"	0.101532100842134
"044278"	"MS"	0.993003517857376
"044284"	"NonMS"	0.110378195096505
"044284"	"MS"	0.985997204100652
"044285"	"NonMS"	0.110378195096505
"044285"	"MS"	0.985997204100652
"044286"	"NonMS"	0.232489531785306
"044286"	"MS"	0.950999951340567
"044287"	"NonMS"	0.232489531785306
"044287"	"MS"	0.950999951340567
"044294"	"NonMS"	0.109309954751131
"044294"	"MS"	0.983011190233978
"044295"	"NonMS"	0.108243352135375
"044295"	"MS"	0.992024222730965
"044297"	"NonMS"	0.0992063492063492
"044297"	"MS"	0.997992609151877
"044298"	"NonMS"	0.0962276306370795
"044298"	"MS"	0.994010647737356
"044299"	"NonMS"	0.163891680625349
"044299"	"MS"	0.984009386523634
"044367"	"NonMS"	0.799840827695981
"044367"	"MS"	0.983013269864041
"044368"	"NonMS"	0.312556071692019
"044368"	"MS"	0.997011033737162
"044369"	"NonMS"	0.956000743568844
"044369"	"MS"	0.956000743568844
"044370"	"NonMS"	0.982998324958124
"044370"	"MS"	0.982998324958124
"044371"	"NonMS"	0.97800149142431
"044371"	"MS"	0.97800149142431
"044372"	"NonMS"	0.110378195096505
"044372"	"MS"	0.985997204100652
"044377"	"NonMS"	0.128119082639245
"044377"	"MS"	0.995008709634195
"044387"	"NonMS"	0.0843247812519672
"044387"	"MS"	0.972153106079456
"044388"	"NonMS"	0.0843247812519672
"044388"	"MS"	0.972153106079456
"044390"	"NonMS"	0.0979806561794667
"044390"	"MS"	0.986009154503843
"044391"	"NonMS"	0.0658625159560257
"044391"	"MS"	0.884988698311395
"044392"	"NonMS"	0.0509968034993271
"044392"	"MS"	0.912941176470588
"044397"	"NonMS"	0.126232083391933
"044397"	"MS"	0.963993155422871
"044398"	"NonMS"	0.253453758383882
"044398"	"MS"	0.95353466302075
"044399"	"NonMS"	0.253453758383882
"044399"	"MS"	0.95353466302075
"044464"	"NonMS"	0.0642248397221173
"044464"	"MS"	0.979018382125395
"044465"	"NonMS"	0.0655246269415066
"044465"	"MS"	0.982017338331771
"044466"	"NonMS"	0.0509968034993271
"044466"	"MS"	0.912941176470588
"044473"	"NonMS"	0.154527973225557
"044473"	"MS"	0.921804994089403
"044474"	"NonMS"	0.154527973225557
"044474"	"MS"	0.921804994089403
"044475"	"NonMS"	0.154527973225557
"044475"	"MS"	0.921804994089403
"044476"	"NonMS"	0.134762648674034
"044476"	"MS"	0.959991807196013
"044488"	"NonMS"	0.998019115535086
"044488"	"MS"	0.998019115535086
"044489"	"NonMS"	0.998000476077124
"044489"	"MS"	0.998000476077124
"044493"	"NonMS"	0.618278903671327
"044493"	"MS"	0.989025642873876
"044499"	"NonMS"	0.0868620689655172
"044499"	"MS"	0.991992648989236
"044564"	"NonMS"	0.0910275352585628
"044564"	"MS"	0.901976442403673
"044565"	"NonMS"	0.0944437041972019
"044565"	"MS"	0.946012679346013
"044567"	"NonMS"	0.0881184510250569
"044567"	"MS"	0.914991248403425
"044568"	"NonMS"	0.0928392409595417
"044568"	"MS"	0.882993938568412
"044581"	"NonMS"	0.0904272067762539
"044581"	"MS"	0.991267972660982
"044582"	"NonMS"	0.0967959825616688
"044582"	"MS"	0.989016193784113
"044583"	"NonMS"	0.0967959825616688
"044583"	"MS"	0.989016193784113
"044584"	"NonMS"	0.0967959825616688
"044584"	"MS"	0.989016193784113
"044585"	"NonMS"	0.0967959825616688
"044585"	"MS"	0.989016193784113
"044586"	"NonMS"	0.224836734693878
"044586"	"MS"	0.989003097086943
"044587"	"NonMS"	0.224836734693878
"044587"	"MS"	0.989003097086943
"044592"	"NonMS"	0.114277655373546
"044592"	"MS"	0.988992262343405
"044593"	"NonMS"	0.114277655373546
"044593"	"MS"	0.988992262343405
"044594"	"NonMS"	0.114277655373546
"044594"	"MS"	0.988992262343405
"044664"	"NonMS"	0.0904272067762539
"044664"	"MS"	0.991267972660982
"044665"	"NonMS"	0.0904272067762539
"044665"	"MS"	0.991267972660982
"044666"	"NonMS"	0.0904272067762539
"044666"	"MS"	0.991267972660982
"044670"	"NonMS"	0.098105693194214
"044670"	"MS"	0.980017507319871
"044671"	"NonMS"	0.114292763157895
"044671"	"MS"	0.961001244641128
"044673"	"NonMS"	0.286440920131447
"044673"	"MS"	0.960981689195667
"044674"	"NonMS"	0.286440920131447
"044674"	"MS"	0.960981689195667
"044675"	"NonMS"	0.114292763157895
"044675"	"MS"	0.961001244641128
"044678"	"NonMS"	0.0852970049083442
"044678"	"MS"	0.980020255961698
"044679"	"NonMS"	0.0987699617504884
"044679"	"MS"	0.980022753128555
"044680"	"NonMS"	0.098105693194214
"044680"	"MS"	0.980017507319871
"044681"	"NonMS"	0.114292763157895
"044681"	"MS"	0.961001244641128
"044684"	"NonMS"	0.98399586990191
"044684"	"MS"	0.98399586990191
"044685"	"NonMS"	0.975995293939049
"044685"	"MS"	0.975995293939049
"044686"	"NonMS"	0.618278903671327
"044686"	"MS"	0.989025642873876
"044687"	"NonMS"	0.618278903671327
"044687"	"MS"	0.989025642873876
"044692"	"NonMS"	0.151936849837426
"044692"	"MS"	0.991575459560443
"044693"	"NonMS"	0.151936849837426
"044693"	"MS"	0.991575459560443
"044694"	"NonMS"	0.110642011112965
"044694"	"MS"	0.99097753002701
"044695"	"NonMS"	0.145334559359476
"044695"	"MS"	0.993351089310008
"044698"	"NonMS"	0.135927066340046
"044698"	"MS"	0.940990631127896
"044768"	"NonMS"	0.0655428159472244
"044768"	"MS"	0.995022488755622
"044769"	"NonMS"	0.0655428159472244
"044769"	"MS"	0.995022488755622
"044770"	"NonMS"	0.145334559359476
"044770"	"MS"	0.993351089310008
"044771"	"NonMS"	0.127762213988476
"044771"	"MS"	0.982006416829292
"044772"	"NonMS"	0.151936849837426
"044772"	"MS"	0.991575459560443
"044773"	"NonMS"	0.0945611608729236
"044773"	"MS"	0.971563249914296
"044774"	"NonMS"	0.0945611608729236
"044774"	"MS"	0.971563249914296
"044775"	"NonMS"	0.166978343487965
"044775"	"MS"	0.979996459550363
"044776"	"NonMS"	0.245412485541905
